,threshold,N,n,errors,p,k,type,g,U
946,-10.5,100,100,15,0.1,842,known,100,-1
947,-10.5,100,100,23,0.1,664,known,100,-1
948,-10.5,100,100,22,0.1,1042,known,100,-1
949,-10.5,100,100,19,0.1,660,known,100,-1
950,-10.5,100,100,19,0.1,248,known,100,-1
951,-10.5,100,100,24,0.1,926,known,100,-1
952,-10.5,100,100,23,0.1,1164,known,100,-1
953,-10.5,100,100,26,0.1,2228,known,100,-1
954,-10.5,100,100,24,0.1,926,known,100,-1
955,-10.5,100,100,17,0.1,597,known,100,-1
956,-10.5,100,100,25,0.1,620,known,100,-1
957,-10.5,100,100,25,0.1,926,known,100,-1
958,-10.5,100,100,25,0.1,680,known,100,-1
959,-10.5,100,100,22,0.1,1094,known,100,-1
960,-10.5,100,100,22,0.1,813,known,100,-1
961,-10.5,100,100,9,0.1,328,known,100,-1
962,-10.5,100,100,10,0.1,521,known,100,-1
963,-10.5,100,100,3,0.1,429,known,100,-1
964,-10.5,100,100,24,0.1,1094,known,100,-1
965,-10.5,100,100,14,0.1,926,known,100,-1
966,-10.5,100,100,19,0.1,966,known,100,-1
967,-10.5,100,100,19,0.1,414,known,100,-1
968,-10.5,100,100,28,0.1,680,known,100,-1
969,-10.5,100,100,16,0.1,699,known,100,-1
970,-10.5,100,100,20,0.1,774,known,100,-1
971,-10.5,100,100,19,0.1,989,known,100,-1
972,-10.5,100,100,27,0.1,1606,known,100,-1
973,-10.5,100,100,20,0.1,1534,known,100,-1
974,-10.5,100,100,20,0.1,620,known,100,-1
975,-10.5,100,100,22,0.1,1167,known,100,-1
976,-10.5,100,100,23,0.1,500,known,100,-1
977,-10.5,100,100,20,0.1,580,known,100,-1
978,-10.5,100,100,20,0.1,989,known,100,-1
979,-10.5,100,100,22,0.1,1228,known,100,-1
980,-10.5,100,100,19,0.1,646,known,100,-1
981,-10.5,100,100,22,0.1,1606,known,100,-1
982,-10.5,100,100,19,0.1,651,known,100,-1
983,-10.5,100,100,23,0.1,680,known,100,-1
984,-10.5,100,100,20,0.1,680,known,100,-1
985,-10.5,100,100,21,0.1,926,known,100,-1
986,-10.5,100,100,24,0.1,599,known,100,-1
987,-10.5,100,100,17,0.1,682,known,100,-1
988,-10.5,100,100,20,0.1,560,known,100,-1
989,-10.5,100,100,18,0.1,774,known,100,-1
990,-10.5,100,100,25,0.1,1278,known,100,-1
991,-10.5,100,100,22,0.1,620,known,100,-1
992,-10.5,100,100,23,0.1,776,known,100,-1
993,-10.5,100,100,20,0.1,464,known,100,-1
994,-10.5,100,100,20,0.1,414,known,100,-1
995,-10.5,100,100,20,0.1,926,known,100,-1
996,-10.5,100,100,20,0.1,946,known,100,-1
997,-10.5,100,100,19,0.1,989,known,100,-1
998,-10.5,100,100,18,0.1,519,known,100,-1
999,-10.5,100,100,21,0.1,1606,known,100,-1
1000,-10.5,100,100,9,0.1,685,known,100,-1
1001,-10.5,100,100,21,0.1,597,known,100,-1
1002,-10.5,100,100,9,0.1,365,known,100,-1
1003,-10.5,100,100,21,0.1,926,known,100,-1
1004,-10.5,100,100,17,0.1,597,known,100,-1
1005,-10.5,100,100,20,0.1,1094,known,100,-1
1006,-10.5,100,100,17,0.1,993,known,100,-1
1007,-10.5,100,100,24,0.1,1549,known,100,-1
1008,-10.5,100,100,28,0.1,2404,known,100,-1
1009,-10.5,100,100,13,0.1,604,known,100,-1
1010,-10.5,100,100,18,0.1,926,known,100,-1
1011,-10.5,100,100,23,0.1,976,known,100,-1
1012,-10.5,100,100,20,0.1,1278,known,100,-1
1013,-10.5,100,100,22,0.1,1278,known,100,-1
1014,-10.5,100,100,19,0.1,414,known,100,-1
1015,-10.5,100,100,11,0.1,1213,known,100,-1
1016,-10.5,100,100,20,0.1,414,known,100,-1
1017,-10.5,100,100,7,0.1,396,known,100,-1
1018,-10.5,100,100,22,0.1,414,new,100,-1
1019,-10.5,100,100,20,0.1,827,new,100,-1
1020,-10.5,100,100,23,0.1,379,new,100,-1
1021,-10.5,100,100,23,0.1,993,new,100,-1
1022,-10.5,100,100,25,0.1,1017,new,100,-1
1023,-10.5,100,100,15,0.1,283,new,100,-1
1024,-10.5,100,100,21,0.1,678,new,100,-1
1025,-10.5,100,100,26,0.1,660,new,100,-1
1026,-10.5,100,100,24,0.1,436,new,100,-1
1027,-10.5,100,100,23,0.1,1549,new,100,-1
1028,-10.5,100,100,21,0.1,1534,new,100,-1
1029,-10.5,100,100,25,0.1,1280,new,100,-1
1030,-10.5,100,100,29,0.1,620,new,100,-1
1031,-10.5,100,100,23,0.1,1278,new,100,-1
1032,-10.5,100,100,22,0.1,926,new,100,-1
1033,-10.5,100,100,24,0.1,620,new,100,-1
1034,-10.5,100,100,23,0.1,1406,new,100,-1
1035,-10.5,100,100,20,0.1,1278,new,100,-1
1036,-10.5,100,100,16,0.1,429,new,100,-1
1037,-10.5,100,100,24,0.1,680,new,100,-1
1038,-10.5,100,100,17,0.1,442,new,100,-1
1039,-10.5,100,100,25,0.1,926,new,100,-1
1040,-10.5,100,100,28,0.1,1094,new,100,-1
1041,-10.5,100,100,20,0.1,367,new,100,-1
1042,-10.5,100,100,24,0.1,926,new,100,-1
1043,-10.5,100,100,23,0.1,1278,new,100,-1
1044,-10.5,100,100,25,0.1,622,new,100,-1
1045,-10.5,100,100,25,0.1,1746,new,100,-1
1046,-10.5,100,100,23,0.1,926,new,100,-1
1047,-10.5,100,100,20,0.1,832,new,100,-1
1048,-10.5,100,100,22,0.1,926,new,100,-1
1049,-10.5,100,100,28,0.1,989,new,100,-1
1050,-10.5,100,100,20,0.1,818,new,100,-1
1051,-10.5,100,100,24,0.1,379,new,100,-1
1052,-10.5,100,100,23,0.1,1278,new,100,-1
1053,-10.5,100,100,25,0.1,1072,new,100,-1
1054,-10.5,100,100,25,0.1,1534,new,100,-1
1055,-10.5,100,100,23,0.1,1072,new,100,-1
1056,-10.5,100,100,23,0.1,1072,new,100,-1
1057,-10.5,100,100,23,0.1,1405,new,100,-1
1058,-10.5,100,100,27,0.1,2505,new,100,-1
1059,-10.5,100,100,28,0.1,1549,new,100,-1
1060,-10.5,100,100,19,0.1,926,new,100,-1
1061,-10.5,100,100,26,0.1,1534,new,100,-1
1062,-10.5,100,100,19,0.1,1094,new,100,-1
1063,-10.5,100,100,21,0.1,660,new,100,-1
1064,-10.5,100,100,22,0.1,938,new,100,-1
1065,-10.5,100,100,21,0.1,989,new,100,-1
1066,-10.5,100,100,19,0.1,712,new,100,-1
1067,-10.5,100,100,23,0.1,647,new,100,-1
1068,-10.5,100,100,23,0.1,620,new,100,-1
1069,-10.5,100,100,28,0.1,926,new,100,-1
1070,-10.5,100,100,32,0.1,989,new,100,-1
1071,-10.5,100,100,26,0.1,1278,new,100,-1
1072,-10.5,100,100,25,0.1,926,new,100,-1
1073,-10.5,100,100,26,0.1,1549,new,100,-1
1074,-10.5,100,100,26,0.1,414,new,100,-1
1075,-10.5,100,100,22,0.1,680,new,100,-1
1076,-10.5,100,100,23,0.1,774,new,100,-1
1077,-10.5,100,100,19,0.1,620,new,100,-1
1078,-10.5,100,100,22,0.1,946,new,100,-1
1079,-10.5,100,100,27,0.1,1746,new,100,-1
1080,-10.5,100,100,21,0.1,597,new,100,-1
1081,-10.5,100,100,26,0.1,1746,new,100,-1
1082,-10.5,100,100,26,0.1,1549,new,100,-1
1083,-10.5,100,100,22,0.1,806,new,100,-1
1084,-10.5,100,100,21,0.1,1164,new,100,-1
1085,-10.5,100,100,27,0.1,976,new,100,-1
1086,-10.5,100,100,25,0.1,2228,new,100,-1
1087,-10.5,100,100,27,0.1,1309,new,100,-1
1088,-10.5,100,100,28,0.1,660,new,100,-1
1089,-10.5,100,100,25,0.1,929,new,100,-1
1090,-10.5,100,100,23,0.1,926,new,100,-1
1091,-10.5,100,100,24,0.1,620,new,100,-1
1092,-10.5,100,100,24,0.1,1441,new,100,-1
1093,-10.5,100,100,22,0.1,848,new,100,-1
1094,-10.5,100,100,28,0.1,1441,new,100,-1
1095,-10.5,100,100,28,0.1,2228,new,100,-1
1096,-10.5,100,100,26,0.1,1278,new,100,-1
1097,-10.5,100,100,25,0.1,1652,new,100,-1
1098,-10.5,100,100,22,0.1,1309,new,100,-1
1099,-10.5,100,100,31,0.1,620,new,100,-1
1100,-10.5,100,100,24,0.1,773,new,100,-1
1101,-10.5,100,100,27,0.1,926,new,100,-1
1102,-10.5,100,100,25,0.1,660,new,100,-1
1103,-10.5,100,100,27,0.1,1606,new,100,-1
1104,-10.5,100,100,34,0.1,1278,new,100,-1
1105,-10.5,100,100,27,0.1,926,new,100,-1
1106,-10.5,100,100,21,0.1,353,new,100,-1
1107,-10.5,100,100,20,0.1,1001,new,100,-1
1108,-10.5,100,100,22,0.1,1337,new,100,-1
1109,-10.5,100,100,20,0.1,292,new,100,-1
1110,-10.5,100,100,23,0.1,926,new,100,-1
1111,-10.5,100,100,27,0.1,430,new,100,-1
1112,-10.5,100,100,27,0.1,660,new,100,-1
1113,-10.5,100,100,30,0.1,1278,new,100,-1
1114,-10.5,100,100,28,0.1,620,new,100,-1
1115,-10.5,100,100,21,0.1,926,new,100,-1
1116,-10.5,100,100,23,0.1,926,new,100,-1
1117,-10.5,100,200,22,0.1,908,known,100,-1
1118,-10.5,100,200,16,0.1,1155,known,100,-1
1119,-10.5,100,200,22,0.1,1357,known,100,-1
1120,-10.5,100,200,22,0.1,917,known,100,-1
1121,-10.5,100,200,18,0.1,969,known,100,-1
1122,-10.5,100,200,14,0.1,274,known,100,-1
1123,-10.5,100,200,19,0.1,1822,known,100,-1
1124,-10.5,100,200,21,0.1,401,known,100,-1
1125,-10.5,100,200,18,0.1,524,known,100,-1
1126,-10.5,100,200,29,0.1,1773,known,100,-1
1127,-10.5,100,200,20,0.1,532,known,100,-1
1128,-10.5,100,200,18,0.1,463,known,100,-1
1129,-10.5,100,200,21,0.1,1057,known,100,-1
1130,-10.5,100,200,18,0.1,597,known,100,-1
1131,-10.5,100,200,17,0.1,273,known,100,-1
1132,-10.5,100,200,20,0.1,568,known,100,-1
1133,-10.5,100,200,26,0.1,863,known,100,-1
1134,-10.5,100,200,10,0.1,328,known,100,-1
1135,-10.5,100,200,22,0.1,1023,known,100,-1
1136,-10.5,100,200,20,0.1,1282,known,100,-1
1137,-10.5,100,200,22,0.1,1228,known,100,-1
1138,-10.5,100,200,12,0.1,908,known,100,-1
1139,-10.5,100,200,17,0.1,472,known,100,-1
1140,-10.5,100,200,22,0.1,577,known,100,-1
1141,-10.5,100,200,8,0.1,443,known,100,-1
1142,-10.5,100,200,24,0.1,1240,known,100,-1
1143,-10.5,100,200,20,0.1,382,known,100,-1
1144,-10.5,100,200,15,0.1,421,known,100,-1
1145,-10.5,100,200,16,0.1,473,known,100,-1
1146,-10.5,100,200,20,0.1,1106,known,100,-1
1147,-10.5,100,200,17,0.1,1224,known,100,-1
1148,-10.5,100,200,10,0.1,222,known,100,-1
1149,-10.5,100,200,25,0.1,931,known,100,-1
1150,-10.5,100,200,19,0.1,735,known,100,-1
1151,-10.5,100,200,26,0.1,976,known,100,-1
1152,-10.5,100,200,28,0.1,780,known,100,-1
1153,-10.5,100,200,25,0.1,1751,known,100,-1
1154,-10.5,100,200,20,0.1,1979,known,100,-1
1155,-10.5,100,200,18,0.1,530,known,100,-1
1156,-10.5,100,200,24,0.1,926,known,100,-1
1157,-10.5,100,200,25,0.1,1344,known,100,-1
1158,-10.5,100,200,21,0.1,824,known,100,-1
1159,-10.5,100,200,18,0.1,1347,known,100,-1
1160,-10.5,100,200,12,0.1,201,known,100,-1
1161,-10.5,100,200,24,0.1,1273,known,100,-1
1162,-10.5,100,200,15,0.1,1107,known,100,-1
1163,-10.5,100,200,22,0.1,779,known,100,-1
1164,-10.5,100,200,2,0.1,84,known,100,-1
1165,-10.5,100,200,18,0.1,533,known,100,-1
1166,-10.5,100,200,17,0.1,822,known,100,-1
1167,-10.5,100,200,26,0.1,2137,known,100,-1
1168,-10.5,100,200,25,0.1,1071,known,100,-1
1169,-10.5,100,200,18,0.1,383,known,100,-1
1170,-10.5,100,200,18,0.1,500,known,100,-1
1171,-10.5,100,200,12,0.1,412,known,100,-1
1172,-10.5,100,200,19,0.1,929,known,100,-1
1173,-10.5,100,200,21,0.1,647,known,100,-1
1174,-10.5,100,200,19,0.1,315,known,100,-1
1175,-10.5,100,200,24,0.1,572,known,100,-1
1176,-10.5,100,200,22,0.1,661,known,100,-1
1177,-10.5,100,200,22,0.1,747,known,100,-1
1178,-10.5,100,200,18,0.1,1163,known,100,-1
1179,-10.5,100,200,18,0.1,234,known,100,-1
1180,-10.5,100,200,18,0.1,291,known,100,-1
1181,-10.5,100,200,23,0.1,662,known,100,-1
1182,-10.5,100,200,25,0.1,929,known,100,-1
1183,-10.5,100,200,15,0.1,246,known,100,-1
1184,-10.5,100,200,23,0.1,513,known,100,-1
1185,-10.5,100,200,21,0.1,1219,known,100,-1
1186,-10.5,100,200,20,0.1,1761,known,100,-1
1187,-10.5,100,200,21,0.1,1157,known,100,-1
1188,-10.5,100,200,18,0.1,426,known,100,-1
1189,-10.5,100,200,20,0.1,1023,known,100,-1
1190,-10.5,100,200,20,0.1,619,known,100,-1
1191,-10.5,100,200,25,0.1,1244,known,100,-1
1192,-10.5,100,200,26,0.1,701,known,100,-1
1193,-10.5,100,200,19,0.1,1023,known,100,-1
1194,-10.5,100,200,23,0.1,597,known,100,-1
1195,-10.5,100,200,19,0.1,926,known,100,-1
1196,-10.5,100,200,12,0.1,300,known,100,-1
1197,-10.5,100,200,18,0.1,1072,known,100,-1
1198,-10.5,100,200,21,0.1,500,known,100,-1
1199,-10.5,100,200,25,0.1,792,known,100,-1
1200,-10.5,100,200,20,0.1,1628,known,100,-1
1201,-10.5,100,200,23,0.1,371,known,100,-1
1202,-10.5,100,200,13,0.1,599,known,100,-1
1203,-10.5,100,200,17,0.1,464,known,100,-1
1204,-10.5,100,200,20,0.1,1137,known,100,-1
1205,-10.5,100,200,17,0.1,423,known,100,-1
1206,-10.5,100,200,17,0.1,526,known,100,-1
1207,-10.5,100,200,21,0.1,926,known,100,-1
1208,-10.5,100,200,17,0.1,744,known,100,-1
1209,-10.5,100,200,21,0.1,1183,known,100,-1
1210,-10.5,100,200,15,0.1,502,known,100,-1
1211,-10.5,100,200,20,0.1,514,known,100,-1
1212,-10.5,100,200,20,0.1,592,known,100,-1
1213,-10.5,100,200,19,0.1,491,known,100,-1
1214,-10.5,100,200,19,0.1,701,known,100,-1
1215,-10.5,100,200,21,0.1,1228,known,100,-1
1216,-10.5,100,200,19,0.1,1338,known,100,-1
1217,-10.5,100,200,19,0.1,1028,known,100,-1
1218,-10.5,100,200,17,0.1,648,known,100,-1
1219,-10.5,100,200,22,0.1,1406,known,100,-1
1220,-10.5,100,200,24,0.1,668,known,100,-1
1221,-10.5,100,200,16,0.1,377,known,100,-1
1222,-10.5,100,200,27,0.1,1328,known,100,-1
1223,-10.5,100,200,11,0.1,535,known,100,-1
1224,-10.5,100,200,23,0.1,1130,known,100,-1
1225,-10.5,100,200,16,0.1,412,known,100,-1
1226,-10.5,100,200,22,0.1,1199,known,100,-1
1227,-10.5,100,200,11,0.1,272,known,100,-1
1228,-10.5,100,200,20,0.1,973,known,100,-1
1229,-10.5,100,200,22,0.1,1141,known,100,-1
1230,-10.5,100,200,14,0.1,863,known,100,-1
1231,-10.5,100,200,23,0.1,1054,known,100,-1
1232,-10.5,100,200,25,0.1,590,known,100,-1
1233,-10.5,100,200,24,0.1,1311,known,100,-1
1234,-10.5,100,200,16,0.1,521,known,100,-1
1235,-10.5,100,200,20,0.1,619,known,100,-1
1236,-10.5,100,200,23,0.1,1804,known,100,-1
1237,-10.5,100,200,25,0.1,358,known,100,-1
1238,-10.5,100,200,10,0.1,669,known,100,-1
1239,-10.5,100,200,14,0.1,324,known,100,-1
1240,-10.5,100,200,9,0.1,525,known,100,-1
1241,-10.5,100,200,17,0.1,627,known,100,-1
1242,-10.5,100,200,23,0.1,1072,known,100,-1
1243,-10.5,100,200,22,0.1,1057,known,100,-1
1244,-10.5,100,200,16,0.1,1716,known,100,-1
1245,-10.5,100,200,20,0.1,2771,known,100,-1
1246,-10.5,100,200,25,0.1,510,known,100,-1
1247,-10.5,100,200,16,0.1,863,known,100,-1
1248,-10.5,100,200,25,0.1,1677,known,100,-1
1249,-10.5,100,200,18,0.1,698,known,100,-1
1250,-10.5,100,200,23,0.1,926,known,100,-1
1251,-10.5,100,200,17,0.1,491,known,100,-1
1252,-10.5,100,200,23,0.1,926,known,100,-1
1253,-10.5,100,200,25,0.1,475,known,100,-1
1254,-10.5,100,200,21,0.1,736,known,100,-1
1255,-10.5,100,200,21,0.1,798,known,100,-1
1256,-10.5,100,200,17,0.1,799,known,100,-1
1257,-10.5,100,200,27,0.1,1346,known,100,-1
1258,-10.5,100,200,21,0.1,645,known,100,-1
1259,-10.5,100,200,25,0.1,1194,known,100,-1
1260,-10.5,100,200,18,0.1,562,known,100,-1
1261,-10.5,100,200,12,0.1,288,known,100,-1
1262,-10.5,100,200,19,0.1,1275,known,100,-1
1263,-10.5,100,200,27,0.1,472,known,100,-1
1264,-10.5,100,200,19,0.1,366,known,100,-1
1265,-10.5,100,200,19,0.1,1360,known,100,-1
1266,-10.5,100,200,16,0.1,913,known,100,-1
1267,-10.5,100,200,15,0.1,379,known,100,-1
1268,-10.5,100,200,19,0.1,981,known,100,-1
1269,-10.5,100,200,25,0.1,1521,known,100,-1
1270,-10.5,100,200,13,0.1,215,known,100,-1
1271,-10.5,100,200,21,0.1,535,known,100,-1
1272,-10.5,100,200,19,0.1,662,known,100,-1
1273,-10.5,100,200,24,0.1,1200,known,100,-1
1274,-10.5,100,200,8,0.1,108,known,100,-1
1275,-10.5,100,200,15,0.1,292,known,100,-1
1276,-10.5,100,200,16,0.1,300,known,100,-1
1277,-10.5,100,200,21,0.1,1155,known,100,-1
1278,-10.5,100,200,22,0.1,1635,known,100,-1
1279,-10.5,100,200,19,0.1,652,known,100,-1
1280,-10.5,100,200,18,0.1,1406,known,100,-1
1281,-10.5,100,200,16,0.1,379,known,100,-1
1282,-10.5,100,200,25,0.1,1194,known,100,-1
1283,-10.5,100,200,22,0.1,451,known,100,-1
1284,-10.5,100,200,19,0.1,464,known,100,-1
1285,-10.5,100,200,25,0.1,1199,known,100,-1
1286,-10.5,100,200,24,0.1,1057,known,100,-1
1287,-10.5,100,200,24,0.1,2777,known,100,-1
1288,-10.5,100,200,13,0.1,413,known,100,-1
1289,-10.5,100,200,11,0.1,477,known,100,-1
1290,-10.5,100,200,22,0.1,1220,known,100,-1
1291,-10.5,100,200,21,0.1,735,known,100,-1
1292,-10.5,100,200,10,0.1,401,known,100,-1
1293,-10.5,100,200,16,0.1,632,known,100,-1
1294,-10.5,100,200,12,0.1,589,known,100,-1
1295,-10.5,100,200,20,0.1,1652,known,100,-1
1296,-10.5,100,200,11,0.1,395,known,100,-1
1297,-10.5,100,200,15,0.1,521,known,100,-1
1298,-10.5,100,200,17,0.1,555,known,100,-1
1299,-10.5,100,200,13,0.1,926,known,100,-1
1300,-10.5,100,200,13,0.1,871,known,100,-1
1301,-10.5,100,200,22,0.1,454,known,100,-1
1302,-10.5,100,200,19,0.1,632,known,100,-1
1303,-10.5,100,200,14,0.1,747,known,100,-1
1304,-10.5,100,200,13,0.1,448,known,100,-1
1305,-10.5,100,200,16,0.1,643,known,100,-1
1306,-10.5,100,200,18,0.1,1199,known,100,-1
1307,-10.5,100,200,26,0.1,1771,known,100,-1
1308,-10.5,100,200,10,0.1,283,known,100,-1
1309,-10.5,100,200,18,0.1,475,known,100,-1
1310,-10.5,100,200,21,0.1,599,known,100,-1
1311,-10.5,100,200,22,0.1,813,known,100,-1
1312,-10.5,100,200,23,0.1,565,known,100,-1
1313,-10.5,100,200,17,0.1,801,known,100,-1
1314,-10.5,100,200,20,0.1,1130,known,100,-1
1315,-10.5,100,200,15,0.1,926,known,100,-1
1316,-10.5,100,200,27,0.1,1494,known,100,-1
1317,-10.5,100,200,24,0.1,530,new,100,-1
1318,-10.5,100,200,19,0.1,597,new,100,-1
1319,-10.5,100,200,22,0.1,368,new,100,-1
1320,-10.5,100,200,26,0.1,735,new,100,-1
1321,-10.5,100,200,22,0.1,779,new,100,-1
1322,-10.5,100,200,20,0.1,540,new,100,-1
1323,-10.5,100,200,22,0.1,1285,new,100,-1
1324,-10.5,100,200,24,0.1,1021,new,100,-1
1325,-10.5,100,200,19,0.1,283,new,100,-1
1326,-10.5,100,200,28,0.1,1426,new,100,-1
1327,-10.5,100,200,15,0.1,451,new,100,-1
1328,-10.5,100,200,21,0.1,1479,new,100,-1
1329,-10.5,100,200,18,0.1,359,new,100,-1
1330,-10.5,100,200,24,0.1,1125,new,100,-1
1331,-10.5,100,200,24,0.1,863,new,100,-1
1332,-10.5,100,200,21,0.1,662,new,100,-1
1333,-10.5,100,200,24,0.1,829,new,100,-1
1334,-10.5,100,200,22,0.1,535,new,100,-1
1335,-10.5,100,200,26,0.1,505,new,100,-1
1336,-10.5,100,200,26,0.1,1155,new,100,-1
1337,-10.5,100,200,25,0.1,458,new,100,-1
1338,-10.5,100,200,17,0.1,1413,new,100,-1
1339,-10.5,100,200,25,0.1,1275,new,100,-1
1340,-10.5,100,200,27,0.1,362,new,100,-1
1341,-10.5,100,200,25,0.1,858,new,100,-1
1342,-10.5,100,200,22,0.1,876,new,100,-1
1343,-10.5,100,200,23,0.1,590,new,100,-1
1344,-10.5,100,200,21,0.1,1370,new,100,-1
1345,-10.5,100,200,24,0.1,1177,new,100,-1
1346,-10.5,100,200,24,0.1,364,new,100,-1
1347,-10.5,100,200,26,0.1,575,new,100,-1
1348,-10.5,100,200,23,0.1,1736,new,100,-1
1349,-10.5,100,200,23,0.1,908,new,100,-1
1350,-10.5,100,200,26,0.1,891,new,100,-1
1351,-10.5,100,200,26,0.1,882,new,100,-1
1352,-10.5,100,200,20,0.1,439,new,100,-1
1353,-10.5,100,200,21,0.1,590,new,100,-1
1354,-10.5,100,200,25,0.1,511,new,100,-1
1355,-10.5,100,200,25,0.1,685,new,100,-1
1356,-10.5,100,200,26,0.1,955,new,100,-1
1357,-10.5,100,200,20,0.1,202,new,100,-1
1358,-10.5,100,200,25,0.1,1023,new,100,-1
1359,-10.5,100,200,27,0.1,1180,new,100,-1
1360,-10.5,100,200,25,0.1,1155,new,100,-1
1361,-10.5,100,200,27,0.1,928,new,100,-1
1362,-10.5,100,200,21,0.1,519,new,100,-1
1363,-10.5,100,200,19,0.1,491,new,100,-1
1364,-10.5,100,200,19,0.1,909,new,100,-1
1365,-10.5,100,200,23,0.1,425,new,100,-1
1366,-10.5,100,200,22,0.1,1228,new,100,-1
1367,-10.5,100,200,29,0.1,909,new,100,-1
1368,-10.5,100,200,20,0.1,639,new,100,-1
1369,-10.5,100,200,21,0.1,1402,new,100,-1
1370,-10.5,100,200,24,0.1,1309,new,100,-1
1371,-10.5,100,200,27,0.1,763,new,100,-1
1372,-10.5,100,200,23,0.1,2265,new,100,-1
1373,-10.5,100,200,28,0.1,909,new,100,-1
1374,-10.5,100,200,25,0.1,1440,new,100,-1
1375,-10.5,100,200,22,0.1,817,new,100,-1
1376,-10.5,100,200,23,0.1,1041,new,100,-1
1377,-10.5,100,200,21,0.1,1491,new,100,-1
1378,-10.5,100,200,25,0.1,521,new,100,-1
1379,-10.5,100,200,25,0.1,946,new,100,-1
1380,-10.5,100,200,19,0.1,655,new,100,-1
1381,-10.5,100,200,22,0.1,460,new,100,-1
1382,-10.5,100,200,25,0.1,822,new,100,-1
1383,-10.5,100,200,21,0.1,1395,new,100,-1
1384,-10.5,100,200,24,0.1,491,new,100,-1
1385,-10.5,100,200,25,0.1,1031,new,100,-1
