,threshold,N,n,errors,p,k,type,g,U
1386,-10.5,100,200,23,0.1,685,new,100,-1
1387,-10.5,100,200,25,0.1,597,new,100,-1
1388,-10.5,100,200,23,0.1,1275,new,100,-1
1389,-10.5,100,200,20,0.1,925,new,100,-1
1390,-10.5,100,200,24,0.1,926,new,100,-1
1391,-10.5,100,200,20,0.1,530,new,100,-1
1392,-10.5,100,200,20,0.1,514,new,100,-1
1393,-10.5,100,200,25,0.1,625,new,100,-1
1394,-10.5,100,200,17,0.1,1110,new,100,-1
1395,-10.5,100,200,22,0.1,418,new,100,-1
1396,-10.5,100,200,24,0.1,645,new,100,-1
1397,-10.5,100,200,24,0.1,1151,new,100,-1
1398,-10.5,100,200,19,0.1,472,new,100,-1
1399,-10.5,100,200,23,0.1,540,new,100,-1
1400,-10.5,100,200,25,0.1,1057,new,100,-1
1401,-10.5,100,200,16,0.1,503,new,100,-1
1402,-10.5,100,200,26,0.1,1054,new,100,-1
1403,-10.5,100,200,25,0.1,409,new,100,-1
1404,-10.5,100,200,25,0.1,959,new,100,-1
1405,-10.5,100,200,23,0.1,1647,new,100,-1
1406,-10.5,100,200,24,0.1,1265,new,100,-1
1407,-10.5,100,200,19,0.1,685,new,100,-1
1408,-10.5,100,200,21,0.1,383,new,100,-1
1409,-10.5,100,200,21,0.1,747,new,100,-1
1410,-10.5,100,200,24,0.1,926,new,100,-1
1411,-10.5,100,200,23,0.1,1683,new,100,-1
1412,-10.5,100,200,19,0.1,619,new,100,-1
1413,-10.5,100,200,22,0.1,1057,new,100,-1
1414,-10.5,100,200,23,0.1,406,new,100,-1
1415,-10.5,100,200,23,0.1,833,new,100,-1
1416,-10.5,100,200,22,0.1,685,new,100,-1
1417,-10.5,100,200,21,0.1,1220,new,100,-1
1418,-10.5,100,200,25,0.1,1023,new,100,-1
1419,-10.5,100,200,22,0.1,909,new,100,-1
1420,-10.5,100,200,27,0.1,419,new,100,-1
1421,-10.5,100,200,22,0.1,926,new,100,-1
1422,-10.5,100,200,26,0.1,521,new,100,-1
1423,-10.5,100,200,23,0.1,1251,new,100,-1
1424,-10.5,100,200,21,0.1,925,new,100,-1
1425,-10.5,100,200,25,0.1,647,new,100,-1
1426,-10.5,100,200,23,0.1,1167,new,100,-1
1427,-10.5,100,200,25,0.1,693,new,100,-1
1428,-10.5,100,200,18,0.1,201,new,100,-1
1429,-10.5,100,200,21,0.1,909,new,100,-1
1430,-10.5,100,200,24,0.1,426,new,100,-1
1431,-10.5,100,200,28,0.1,514,new,100,-1
1432,-10.5,100,200,26,0.1,930,new,100,-1
1433,-10.5,100,200,22,0.1,383,new,100,-1
1434,-10.5,100,200,22,0.1,888,new,100,-1
1435,-10.5,100,200,28,0.1,1446,new,100,-1
1436,-10.5,100,200,19,0.1,655,new,100,-1
1437,-10.5,100,200,23,0.1,530,new,100,-1
1438,-10.5,100,200,20,0.1,562,new,100,-1
1439,-10.5,100,200,25,0.1,511,new,100,-1
1440,-10.5,100,200,25,0.1,993,new,100,-1
1441,-10.5,100,200,29,0.1,735,new,100,-1
1442,-10.5,100,200,19,0.1,353,new,100,-1
1443,-10.5,100,200,17,0.1,377,new,100,-1
1444,-10.5,100,200,20,0.1,1275,new,100,-1
1445,-10.5,100,200,22,0.1,425,new,100,-1
1446,-10.5,100,200,27,0.1,959,new,100,-1
1447,-10.5,100,200,20,0.1,1032,new,100,-1
1448,-10.5,100,200,22,0.1,467,new,100,-1
1449,-10.5,100,200,23,0.1,1244,new,100,-1
1450,-10.5,100,200,19,0.1,353,new,100,-1
1451,-10.5,100,200,22,0.1,1210,new,100,-1
1452,-10.5,100,200,26,0.1,1023,new,100,-1
1453,-10.5,100,200,23,0.1,367,new,100,-1
1454,-10.5,100,200,25,0.1,496,new,100,-1
1455,-10.5,100,200,23,0.1,1616,new,100,-1
1456,-10.5,100,200,27,0.1,1210,new,100,-1
1457,-10.5,100,200,22,0.1,909,new,100,-1
1458,-10.5,100,200,25,0.1,518,new,100,-1
1459,-10.5,100,200,22,0.1,475,new,100,-1
1460,-10.5,100,200,27,0.1,228,new,100,-1
1461,-10.5,100,200,28,0.1,2296,new,100,-1
1462,-10.5,100,200,25,0.1,1021,new,100,-1
1463,-10.5,100,200,20,0.1,1275,new,100,-1
1464,-10.5,100,200,24,0.1,1382,new,100,-1
1465,-10.5,100,200,23,0.1,1155,new,100,-1
1466,-10.5,100,200,20,0.1,413,new,100,-1
1467,-10.5,100,200,25,0.1,1275,new,100,-1
1468,-10.5,100,200,23,0.1,475,new,100,-1
1469,-10.5,100,200,29,0.1,491,new,100,-1
1470,-10.5,100,200,20,0.1,555,new,100,-1
1471,-10.5,100,200,24,0.1,1208,new,100,-1
1472,-10.5,100,200,25,0.1,813,new,100,-1
1473,-10.5,100,200,24,0.1,959,new,100,-1
1474,-10.5,100,200,20,0.1,639,new,100,-1
1475,-10.5,100,200,24,0.1,1450,new,100,-1
1476,-10.5,100,200,30,0.1,989,new,100,-1
1477,-10.5,100,200,25,0.1,358,new,100,-1
1478,-10.5,100,200,24,0.1,1278,new,100,-1
1479,-10.5,100,200,23,0.1,1230,new,100,-1
1480,-10.5,100,200,18,0.1,640,new,100,-1
1481,-10.5,100,200,28,0.1,1072,new,100,-1
1482,-10.5,100,200,21,0.1,389,new,100,-1
1483,-10.5,100,200,24,0.1,1144,new,100,-1
1484,-10.5,100,200,23,0.1,418,new,100,-1
1485,-10.5,100,200,21,0.1,551,new,100,-1
1486,-10.5,100,200,22,0.1,274,new,100,-1
1487,-10.5,100,200,23,0.1,455,new,100,-1
1488,-10.5,100,200,24,0.1,929,new,100,-1
1489,-10.5,100,200,25,0.1,505,new,100,-1
1490,-10.5,100,200,22,0.1,654,new,100,-1
1491,-10.5,100,200,23,0.1,444,new,100,-1
1492,-10.5,100,200,18,0.1,413,new,100,-1
1493,-10.5,100,200,26,0.1,460,new,100,-1
1494,-10.5,100,200,23,0.1,1191,new,100,-1
1495,-10.5,100,200,26,0.1,426,new,100,-1
1496,-10.5,100,200,24,0.1,1716,new,100,-1
1497,-10.5,100,200,28,0.1,264,new,100,-1
1498,-10.5,100,200,24,0.1,989,new,100,-1
1499,-10.5,100,200,23,0.1,891,new,100,-1
1500,-10.5,100,200,25,0.1,560,new,100,-1
1501,-10.5,100,200,23,0.1,447,new,100,-1
1502,-10.5,100,200,20,0.1,441,new,100,-1
1503,-10.5,100,200,24,0.1,1021,new,100,-1
1504,-10.5,100,200,24,0.1,938,new,100,-1
1505,-10.5,100,200,22,0.1,227,new,100,-1
1506,-10.5,100,200,25,0.1,1794,new,100,-1
1507,-10.5,100,200,26,0.1,382,new,100,-1
1508,-10.5,100,200,25,0.1,1023,new,100,-1
1509,-10.5,100,200,21,0.1,597,new,100,-1
1510,-10.5,100,200,28,0.1,705,new,100,-1
1511,-10.5,100,200,26,0.1,727,new,100,-1
1512,-10.5,100,200,20,0.1,461,new,100,-1
1513,-10.5,100,200,24,0.1,1119,new,100,-1
1514,-10.5,100,200,19,0.1,639,new,100,-1
1515,-10.5,100,200,27,0.1,360,new,100,-1
1516,-50.5,100,1,0,0.5,0,known,100,-1
1517,-50.5,100,2,0,0.5,0,known,100,-1
1518,-50.5,100,2,0,0.5,0,known,100,-1
1519,-50.5,100,2,48,0.5,335,new,100,-1
1520,-50.5,100,5,0,0.5,0,known,100,-1
1521,-50.5,100,5,1,0.5,81,known,100,-1
1522,-50.5,100,5,34,0.5,625,known,100,-1
1523,-50.5,100,5,1,0.5,59,known,100,-1
1524,-50.5,100,5,2,0.5,76,known,100,-1
1525,-50.5,100,5,50,0.5,597,new,100,-1
1526,-50.5,100,5,41,0.5,597,new,100,-1
1527,-50.5,100,5,49,0.5,597,new,100,-1
1528,-50.5,100,5,50,0.5,366,new,100,-1
1529,-50.5,100,10,2,0.5,53,known,100,-1
1530,-50.5,100,10,7,0.5,174,known,100,-1
1531,-50.5,100,10,50,0.5,1703,known,100,-1
1532,-50.5,100,10,3,0.5,169,known,100,-1
1533,-50.5,100,10,1,0.5,6,known,100,-1
1534,-50.5,100,10,1,0.5,149,known,100,-1
1535,-50.5,100,10,4,0.5,597,known,100,-1
1536,-50.5,100,10,27,0.5,953,known,100,-1
1537,-50.5,100,10,16,0.5,581,known,100,-1
1538,-50.5,100,10,0,0.5,0,known,100,-1
1539,-50.5,100,10,45,0.5,926,new,100,-1
1540,-50.5,100,10,61,0.5,1368,new,100,-1
1541,-50.5,100,10,48,0.5,484,new,100,-1
1542,-50.5,100,10,41,0.5,733,new,100,-1
1543,-50.5,100,10,46,0.5,361,new,100,-1
1544,-50.5,100,10,58,0.5,926,new,100,-1
1545,-50.5,100,10,39,0.5,361,new,100,-1
1546,-50.5,100,10,48,0.5,926,new,100,-1
1547,-50.5,100,10,50,0.5,828,new,100,-1
1548,-50.5,100,15,40,0.5,1021,known,100,-1
1549,-50.5,100,15,21,0.5,530,known,100,-1
1550,-50.5,100,15,59,0.5,1041,known,100,-1
1551,-50.5,100,15,44,0.5,1078,known,100,-1
1552,-50.5,100,15,29,0.5,1041,known,100,-1
1553,-50.5,100,15,54,0.5,1623,known,100,-1
1554,-50.5,100,15,59,0.5,1078,known,100,-1
1555,-50.5,100,15,25,0.5,550,known,100,-1
1556,-50.5,100,15,48,0.5,1826,known,100,-1
1557,-50.5,100,15,45,0.5,1181,known,100,-1
1558,-50.5,100,15,51,0.5,784,known,100,-1
1559,-50.5,100,15,26,0.5,1057,known,100,-1
1560,-50.5,100,15,2,0.5,68,known,100,-1
1561,-50.5,100,15,39,0.5,1041,known,100,-1
1562,-50.5,100,15,42,0.5,946,known,100,-1
1563,-50.5,100,15,51,0.5,597,new,100,-1
1564,-50.5,100,15,45,0.5,491,new,100,-1
1565,-50.5,100,15,43,0.5,1623,new,100,-1
1566,-50.5,100,15,51,0.5,858,new,100,-1
1567,-50.5,100,15,48,0.5,1021,new,100,-1
1568,-50.5,100,15,43,0.5,1623,new,100,-1
1569,-50.5,100,15,49,0.5,1057,new,100,-1
1570,-50.5,100,15,44,0.5,568,new,100,-1
1571,-50.5,100,15,50,0.5,1041,new,100,-1
1572,-50.5,100,15,36,0.5,355,new,100,-1
1573,-50.5,100,15,42,0.5,246,new,100,-1
1574,-50.5,100,15,48,0.5,502,new,100,-1
1575,-50.5,100,15,51,0.5,404,new,100,-1
1576,-50.5,100,15,45,0.5,1623,new,100,-1
1577,-50.5,100,50,35,0.5,604,known,100,-1
1578,-50.5,100,50,31,0.5,448,known,100,-1
1579,-50.5,100,50,44,0.5,730,known,100,-1
1580,-50.5,100,50,50,0.5,1348,known,100,-1
1581,-50.5,100,50,32,0.5,707,known,100,-1
1582,-50.5,100,50,59,0.5,2508,known,100,-1
1583,-50.5,100,50,44,0.5,946,known,100,-1
1584,-50.5,100,50,37,0.5,953,known,100,-1
1585,-50.5,100,50,61,0.5,1954,known,100,-1
1586,-50.5,100,50,57,0.5,1486,known,100,-1
1587,-50.5,100,50,42,0.5,612,known,100,-1
1588,-50.5,100,50,35,0.5,1623,known,100,-1
1589,-50.5,100,50,57,0.5,1213,known,100,-1
1590,-50.5,100,50,31,0.5,353,known,100,-1
1591,-50.5,100,50,35,0.5,813,known,100,-1
1592,-50.5,100,50,52,0.5,1511,known,100,-1
1593,-50.5,100,50,52,0.5,1143,known,100,-1
1594,-50.5,100,50,19,0.5,374,known,100,-1
1595,-50.5,100,50,54,0.5,2508,known,100,-1
1596,-50.5,100,50,54,0.5,1348,known,100,-1
1597,-50.5,100,50,57,0.5,1143,known,100,-1
1598,-50.5,100,50,52,0.5,1623,known,100,-1
1599,-50.5,100,50,54,0.5,1214,known,100,-1
1600,-50.5,100,50,45,0.5,1048,known,100,-1
1601,-50.5,100,50,47,0.5,927,known,100,-1
1602,-50.5,100,50,48,0.5,1486,known,100,-1
1603,-50.5,100,50,38,0.5,1348,known,100,-1
1604,-50.5,100,50,55,0.5,1042,known,100,-1
1605,-50.5,100,50,43,0.5,1348,known,100,-1
1606,-50.5,100,50,44,0.5,1220,known,100,-1
1607,-50.5,100,50,46,0.5,1486,known,100,-1
1608,-50.5,100,50,40,0.5,1042,known,100,-1
1609,-50.5,100,50,48,0.5,411,known,100,-1
1610,-50.5,100,50,59,0.5,2123,known,100,-1
1611,-50.5,100,50,51,0.5,1153,known,100,-1
1612,-50.5,100,50,44,0.5,684,known,100,-1
1613,-50.5,100,50,61,0.5,1348,known,100,-1
1614,-50.5,100,50,39,0.5,1181,known,100,-1
1615,-50.5,100,50,25,0.5,784,known,100,-1
1616,-50.5,100,50,57,0.5,897,known,100,-1
1617,-50.5,100,50,58,0.5,2123,known,100,-1
1618,-50.5,100,50,42,0.5,1361,known,100,-1
1619,-50.5,100,50,45,0.5,671,known,100,-1
1620,-50.5,100,50,43,0.5,1348,known,100,-1
1621,-50.5,100,50,37,0.5,926,known,100,-1
1622,-50.5,100,50,48,0.5,1473,known,100,-1
1623,-50.5,100,50,69,0.5,2508,known,100,-1
1624,-50.5,100,50,46,0.5,735,known,100,-1
1625,-50.5,100,50,41,0.5,813,known,100,-1
1626,-50.5,100,50,33,0.5,707,known,100,-1
1627,-50.5,100,50,48,0.5,597,new,100,-1
1628,-50.5,100,50,47,0.5,685,new,100,-1
1629,-50.5,100,50,48,0.5,379,new,100,-1
1630,-50.5,100,50,49,0.5,960,new,100,-1
1631,-50.5,100,50,48,0.5,926,new,100,-1
1632,-50.5,100,50,55,0.5,1348,new,100,-1
1633,-50.5,100,50,45,0.5,1143,new,100,-1
1634,-50.5,100,50,40,0.5,1143,new,100,-1
1635,-50.5,100,50,50,0.5,1368,new,100,-1
1636,-50.5,100,50,52,0.5,1039,new,100,-1
1637,-50.5,100,50,39,0.5,946,new,100,-1
1638,-50.5,100,50,49,0.5,1213,new,100,-1
1639,-50.5,100,50,51,0.5,1348,new,100,-1
1640,-50.5,100,50,44,0.5,927,new,100,-1
1641,-50.5,100,50,40,0.5,1214,new,100,-1
1642,-50.5,100,50,43,0.5,380,new,100,-1
1643,-50.5,100,50,51,0.5,707,new,100,-1
1644,-50.5,100,50,51,0.5,1014,new,100,-1
1645,-50.5,100,50,52,0.5,927,new,100,-1
1646,-50.5,100,50,42,0.5,926,new,100,-1
1647,-50.5,100,50,55,0.5,446,new,100,-1
1648,-50.5,100,50,54,0.5,1332,new,100,-1
1649,-50.5,100,50,58,0.5,897,new,100,-1
1650,-50.5,100,50,52,0.5,1214,new,100,-1
1651,-50.5,100,50,49,0.5,1361,new,100,-1
1652,-50.5,100,50,57,0.5,1014,new,100,-1
1653,-50.5,100,50,55,0.5,1030,new,100,-1
1654,-50.5,100,50,46,0.5,926,new,100,-1
1655,-50.5,100,50,49,0.5,856,new,100,-1
1656,-50.5,100,50,50,0.5,1665,new,100,-1
1657,-50.5,100,50,49,0.5,1153,new,100,-1
1658,-50.5,100,50,45,0.5,1214,new,100,-1
1659,-50.5,100,50,48,0.5,2508,new,100,-1
1660,-50.5,100,50,54,0.5,1361,new,100,-1
1661,-50.5,100,50,47,0.5,640,new,100,-1
1662,-50.5,100,50,56,0.5,1548,new,100,-1
1663,-50.5,100,50,49,0.5,411,new,100,-1
1664,-50.5,100,50,41,0.5,2508,new,100,-1
1665,-50.5,100,50,53,0.5,927,new,100,-1
1666,-50.5,100,50,56,0.5,685,new,100,-1
1667,-50.5,100,50,42,0.5,618,new,100,-1
1668,-50.5,100,50,48,0.5,926,new,100,-1
1669,-50.5,100,50,46,0.5,926,new,100,-1
1670,-50.5,100,50,58,0.5,1978,new,100,-1
1671,-50.5,100,50,54,0.5,1214,new,100,-1
1672,-50.5,100,50,41,0.5,813,new,100,-1
1673,-50.5,100,50,51,0.5,747,new,100,-1
1674,-50.5,100,50,48,0.5,604,new,100,-1
1675,-50.5,100,50,47,0.5,803,new,100,-1
1676,-50.5,100,100,36,0.5,495,known,100,-1
1677,-50.5,100,100,29,0.5,817,known,100,-1
1678,-50.5,100,100,49,0.5,926,known,100,-1
1679,-50.5,100,100,40,0.5,603,known,100,-1
1680,-50.5,100,100,41,0.5,1348,known,100,-1
1681,-50.5,100,100,38,0.5,550,known,100,-1
1682,-50.5,100,100,37,0.5,458,known,100,-1
1683,-50.5,100,100,40,0.5,494,known,100,-1
1684,-50.5,100,100,50,0.5,768,known,100,-1
1685,-50.5,100,100,48,0.5,709,known,100,-1
1686,-50.5,100,100,46,0.5,1435,known,100,-1
1687,-50.5,100,100,34,0.5,644,known,100,-1
1688,-50.5,100,100,45,0.5,509,known,100,-1
1689,-50.5,100,100,36,0.5,926,known,100,-1
1690,-50.5,100,100,46,0.5,1318,known,100,-1
1691,-50.5,100,100,42,0.5,671,known,100,-1
1692,-50.5,100,100,51,0.5,702,known,100,-1
1693,-50.5,100,100,40,0.5,1246,known,100,-1
1694,-50.5,100,100,36,0.5,492,known,100,-1
1695,-50.5,100,100,51,0.5,926,known,100,-1
1696,-50.5,100,100,44,0.5,926,known,100,-1
1697,-50.5,100,100,44,0.5,1090,known,100,-1
1698,-50.5,100,100,51,0.5,1130,known,100,-1
1699,-50.5,100,100,40,0.5,648,known,100,-1
1700,-50.5,100,100,31,0.5,411,known,100,-1
1701,-50.5,100,100,44,0.5,578,known,100,-1
1702,-50.5,100,100,44,0.5,1098,known,100,-1
1703,-50.5,100,100,34,0.5,335,known,100,-1
1704,-50.5,100,100,43,0.5,863,known,100,-1
1705,-50.5,100,100,44,0.5,843,known,100,-1
1706,-50.5,100,100,50,0.5,896,known,100,-1
1707,-50.5,100,100,40,0.5,566,known,100,-1
1708,-50.5,100,100,51,0.5,722,known,100,-1
1709,-50.5,100,100,49,0.5,1488,known,100,-1
1710,-50.5,100,100,45,0.5,735,known,100,-1
1711,-50.5,100,100,60,0.5,1489,known,100,-1
1712,-50.5,100,100,46,0.5,526,known,100,-1
1713,-50.5,100,100,44,0.5,1896,known,100,-1
1714,-50.5,100,100,33,0.5,1040,known,100,-1
1715,-50.5,100,100,45,0.5,1348,known,100,-1
1716,-50.5,100,100,45,0.5,426,known,100,-1
1717,-50.5,100,100,35,0.5,777,known,100,-1
1718,-50.5,100,100,43,0.5,863,known,100,-1
1719,-50.5,100,100,45,0.5,603,known,100,-1
1720,-50.5,100,100,42,0.5,1399,known,100,-1
1721,-50.5,100,100,53,0.5,1382,known,100,-1
1722,-50.5,100,100,39,0.5,1348,known,100,-1
1723,-50.5,100,100,29,0.5,486,known,100,-1
1724,-50.5,100,100,41,0.5,926,known,100,-1
1725,-50.5,100,100,44,0.5,1820,known,100,-1
1726,-50.5,100,100,43,0.5,619,known,100,-1
1727,-50.5,100,100,47,0.5,895,known,100,-1
1728,-50.5,100,100,57,0.5,823,known,100,-1
1729,-50.5,100,100,48,0.5,1491,known,100,-1
1730,-50.5,100,100,46,0.5,806,known,100,-1
1731,-50.5,100,100,52,0.5,730,known,100,-1
1732,-50.5,100,100,41,0.5,605,known,100,-1
1733,-50.5,100,100,44,0.5,821,known,100,-1
1734,-50.5,100,100,37,0.5,646,known,100,-1
1735,-50.5,100,100,26,0.5,597,known,100,-1
1736,-50.5,100,100,50,0.5,1435,known,100,-1
1737,-50.5,100,100,38,0.5,889,known,100,-1
1738,-50.5,100,100,49,0.5,1276,known,100,-1
1739,-50.5,100,100,47,0.5,1254,known,100,-1
1740,-50.5,100,100,47,0.5,942,known,100,-1
1741,-50.5,100,100,41,0.5,648,known,100,-1
1742,-50.5,100,100,38,0.5,1228,known,100,-1
1743,-50.5,100,100,47,0.5,1435,known,100,-1
1744,-50.5,100,100,46,0.5,1074,known,100,-1
1745,-50.5,100,100,37,0.5,1574,known,100,-1
1746,-50.5,100,100,47,0.5,492,known,100,-1
1747,-50.5,100,100,47,0.5,1040,known,100,-1
1748,-50.5,100,100,44,0.5,620,known,100,-1
1749,-50.5,100,100,46,0.5,1318,known,100,-1
1750,-50.5,100,100,51,0.5,720,known,100,-1
1751,-50.5,100,100,42,0.5,521,known,100,-1
1752,-50.5,100,100,48,0.5,1023,known,100,-1
1753,-50.5,100,100,33,0.5,320,known,100,-1
1754,-50.5,100,100,44,0.5,1647,known,100,-1
1755,-50.5,100,100,45,0.5,739,known,100,-1
1756,-50.5,100,100,39,0.5,1357,known,100,-1
1757,-50.5,100,100,56,0.5,578,known,100,-1
1758,-50.5,100,100,42,0.5,644,known,100,-1
1759,-50.5,100,100,36,0.5,930,known,100,-1
1760,-50.5,100,100,51,0.5,778,known,100,-1
1761,-50.5,100,100,46,0.5,1157,known,100,-1
1762,-50.5,100,100,36,0.5,739,known,100,-1
1763,-50.5,100,100,54,0.5,1444,known,100,-1
1764,-50.5,100,100,48,0.5,1264,known,100,-1
1765,-50.5,100,100,57,0.5,1536,known,100,-1
1766,-50.5,100,100,64,0.5,1493,known,100,-1
1767,-50.5,100,100,47,0.5,1254,known,100,-1
1768,-50.5,100,100,57,0.5,1057,known,100,-1
1769,-50.5,100,100,49,0.5,603,known,100,-1
1770,-50.5,100,100,55,0.5,1254,known,100,-1
1771,-50.5,100,100,55,0.5,1491,known,100,-1
1772,-50.5,100,100,34,0.5,942,known,100,-1
1773,-50.5,100,100,52,0.5,809,known,100,-1
1774,-50.5,100,100,39,0.5,1379,known,100,-1
1775,-50.5,100,100,42,0.5,1070,known,100,-1
1776,-50.5,100,100,46,0.5,458,new,100,-1
1777,-50.5,100,100,50,0.5,718,new,100,-1
1778,-50.5,100,100,52,0.5,777,new,100,-1
1779,-50.5,100,100,48,0.5,1199,new,100,-1
1780,-50.5,100,100,39,0.5,510,new,100,-1
1781,-50.5,100,100,45,0.5,486,new,100,-1
1782,-50.5,100,100,43,0.5,361,new,100,-1
1783,-50.5,100,100,52,0.5,896,new,100,-1
1784,-50.5,100,100,55,0.5,791,new,100,-1
1785,-50.5,100,100,47,0.5,942,new,100,-1
1786,-50.5,100,100,48,0.5,863,new,100,-1
1787,-50.5,100,100,55,0.5,1343,new,100,-1
1788,-50.5,100,100,39,0.5,526,new,100,-1
1789,-50.5,100,100,41,0.5,926,new,100,-1
1790,-50.5,100,100,56,0.5,1444,new,100,-1
1791,-50.5,100,100,52,0.5,1348,new,100,-1
1792,-50.5,100,100,37,0.5,413,new,100,-1
1793,-50.5,100,100,43,0.5,1581,new,100,-1
1794,-50.5,100,100,46,0.5,1348,new,100,-1
1795,-50.5,100,100,50,0.5,1276,new,100,-1
1796,-50.5,100,100,44,0.5,941,new,100,-1
1797,-50.5,100,100,43,0.5,607,new,100,-1
1798,-50.5,100,100,49,0.5,848,new,100,-1
1799,-50.5,100,100,47,0.5,495,new,100,-1
1800,-50.5,100,100,47,0.5,1157,new,100,-1
1801,-50.5,100,100,48,0.5,283,new,100,-1
1802,-50.5,100,100,54,0.5,603,new,100,-1
1803,-50.5,100,100,51,0.5,942,new,100,-1
1804,-50.5,100,100,48,0.5,1348,new,100,-1
1805,-50.5,100,100,52,0.5,521,new,100,-1
1806,-50.5,100,100,52,0.5,1057,new,100,-1
1807,-50.5,100,100,50,0.5,708,new,100,-1
1808,-50.5,100,100,44,0.5,708,new,100,-1
1809,-50.5,100,100,46,0.5,1534,new,100,-1
1810,-50.5,100,100,46,0.5,378,new,100,-1
1811,-50.5,100,100,51,0.5,1370,new,100,-1
1812,-50.5,100,100,51,0.5,581,new,100,-1
1813,-50.5,100,100,43,0.5,942,new,100,-1
1814,-50.5,100,100,49,0.5,492,new,100,-1
1815,-50.5,100,100,47,0.5,808,new,100,-1
1816,-50.5,100,100,43,0.5,926,new,100,-1
1817,-50.5,100,100,47,0.5,581,new,100,-1
1818,-50.5,100,100,57,0.5,597,new,100,-1
1819,-50.5,100,100,54,0.5,1435,new,100,-1
1820,-50.5,100,100,51,0.5,1309,new,100,-1
1821,-50.5,100,100,47,0.5,1276,new,100,-1
1822,-50.5,100,100,43,0.5,676,new,100,-1
1823,-50.5,100,100,44,0.5,1435,new,100,-1
1824,-50.5,100,100,61,0.5,1444,new,100,-1
1825,-50.5,100,100,46,0.5,1098,new,100,-1
1826,-50.5,100,100,46,0.5,1435,new,100,-1
1827,-50.5,100,100,52,0.5,1399,new,100,-1
1828,-50.5,100,100,53,0.5,823,new,100,-1
1829,-50.5,100,100,48,0.5,640,new,100,-1
1830,-50.5,100,100,51,0.5,863,new,100,-1
1831,-50.5,100,100,57,0.5,1534,new,100,-1
1832,-50.5,100,100,56,0.5,1199,new,100,-1
